id,name
2052,济南解放军第960医院南院备用餐厅2
2054,湖南顶好餐饮管理有限公司备用食堂2
2055,尚医咖啡大连医大二院备用餐厅
2056,尚医咖啡大连大学附属中山医院备用餐厅
2057,陈诗睿备用
2059,苏州京东方华东核心能力大楼食堂备用餐厅1
2060,苏州京东方华东核心能力大楼食堂备用餐厅2
2061,苏州京东方华东核心能力大楼食堂备用餐厅3
2063,米加乐洛阳店
2067,云南工商学院润致园备用1
2068,云南工商学院润致园备用2
2070,茶百道郑州店
2072,重庆市渝北区人民医院备用1
2073,重庆市渝北区人民医院备用2
2074,重庆市渝北区人民医院备用3
2075,南阳市中心医院营养食堂
2077,南阳市中心医院营养食堂一层
2078,河南博越餐饮管理有限公司备用3
2079,河南博越餐饮管理有限公司备用4
2080,河南博越餐饮管理有限公司备用5
2081,河南博越餐饮管理有限公司备用6
2082,河南博越餐饮管理有限公司备用7
2083,河南博越餐饮管理有限公司备用8
2084,河南博越餐饮管理有限公司备用9
2089,厦门华天涉外职业技术学院第二食堂备用A
2090,厦门华天涉外职业技术学院第二食堂备用B
2091,厦门华天涉外职业技术学院第二食堂备用C
2092,厦门华天涉外职业技术学院第二食堂备用D
2093,厦门华天涉外职业技术学院第二食堂备用E
2094,河科大新院区备用餐厅1
2095,河科大新院区备用餐厅2
2096,河科大新院区备用餐厅3
2097,河科大新院区备用餐厅4
2099,杭州市慧港科技园好胜客餐厅备用A
2100,杭州市慧港科技园好胜客餐厅备用B
2101,杭州市慧港科技园好胜客餐厅备用C
2102,杭州市慧港科技园好胜客餐厅备用D
2103,杭州市慧港科技园好胜客餐厅备用E
2104,洛阳市第八人民医院营养餐厅
2105,洛阳市涧西区健康餐饮2
2106,洛阳市涧西区健康餐饮3
2107,洛阳市涧西区健康餐饮4
2108,洛阳市涧西区健康餐饮5
2109,洛阳市涧西区健康餐饮6
2110,洛阳市涧西区健康餐饮7
2111,洛阳市涧西区健康餐饮8
2112,洛阳市涧西区健康餐饮9
2113,温州森马服饰金勺子备用A
2114,温州森马服饰金勺子备用B
2115,温州森马服饰金勺子备用C
2119,中信食堂
2121,宁波康喜乐嘉餐饮管理有限公司武汉分公司备用1
2122,宁波康喜乐嘉餐饮管理有限公司武汉分公司备用2
2123,宁波康喜乐嘉餐饮管理有限公司武汉分公司备用3
2124,宁波康喜乐嘉餐饮管理有限公司武汉分公司备用4
2125,宁波康喜乐嘉餐饮管理有限公司武汉分公司备用5
2126,宁波康喜乐嘉餐饮管理有限公司武汉分公司备用6
2127,宁波康喜乐嘉餐饮管理有限公司武汉分公司备用7
2128,宁波康喜乐嘉餐饮管理有限公司武汉分公司备用8
2129,宁波康喜乐嘉餐饮管理有限公司武汉分公司备用9
2130,宁波康喜乐嘉餐饮管理有限公司武汉分公司备用10
2131,宁波康喜乐嘉餐饮管理有限公司武汉分公司备用11
2132,宁波康喜乐嘉餐饮管理有限公司武汉分公司备用12
2133,宁波康喜乐嘉餐饮管理有限公司武汉分公司备用13
2134,宁波康喜乐嘉餐饮管理有限公司武汉分公司备用14
2135,宁波康喜乐嘉餐饮管理有限公司武汉分公司备用15
2136,宁波康喜乐嘉餐饮管理有限公司武汉分公司备用16
2137,宁波康喜乐嘉餐饮管理有限公司武汉分公司备用17
2138,宁波康喜乐嘉餐饮管理有限公司武汉分公司备用18
2139,宁波康喜乐嘉餐饮管理有限公司武汉分公司备用19
2140,宁波康喜乐嘉餐饮管理有限公司武汉分公司备用20
2142,杭州市肿瘤医院食堂
2145,天津联东优谷食堂超市
2146,天津联东优谷园区超市
2147,漫猫咖啡备用食堂1
2148,漫猫咖啡备用食堂2
2149,漫猫咖啡备用食堂3
2150,漫猫咖啡备用食堂4
2151,华观大厦2楼餐厅-鸿俊
2154,武汉东湖网谷食堂备用1
2155,武汉东湖网谷食堂备用2
2156,武汉东湖网谷食堂备用3
2157,武汉东湖网谷食堂备用4
2158,武汉东湖网谷食堂备用5
2159,何禹记老酒馆青岛店-A
2160,武汉东湖网谷食堂备用6
2161,何禹记老酒馆青岛店-B
2162,何禹记老酒馆青岛店-C
2163,武汉东湖网谷食堂备用7
2164,武汉东湖网谷食堂备用8
2165,何禹记老酒馆青岛店-D
2166,武汉东湖网谷食堂备用9
2167,何禹记老酒馆青岛店-E
2168,武汉东湖网谷食堂备用10
2169,武汉东湖网谷食堂备用11
2170,武汉东湖网谷食堂备用12
2171,武汉东湖网谷食堂备用13
2172,武汉东湖网谷食堂备用14
2173,武汉东湖网谷食堂备用15
2174,武汉东湖网谷食堂备用16
2175,武汉东湖网谷食堂备用17
2176,武汉东湖网谷食堂备用18
2177,武汉东湖网谷食堂备用19
2179,厦门市软件园二期23号楼炫鼎餐厅一楼备用A
2180,厦门市软件园二期23号楼炫鼎餐厅一楼备用B
2181,厦门市软件园二期23号楼炫鼎餐厅一楼备用C
2182,厦门市软件园二期23号楼炫鼎餐厅一楼备用D
2183,厦门市软件园二期23号楼炫鼎餐厅一楼备用E
2184,厦门市观音山园区古龙小厨食堂负一楼备用A
2185,厦门市观音山园区古龙小厨食堂负一楼备用B
2186,厦门市观音山园区古龙小厨食堂负一楼备用C
2192,石岩人民医院食堂
2193,石岩人民医院食堂-詹家乐
2194,阿里测试食堂
2197,合肥格力工业园食堂备用餐厅1
2198,合肥格力工业园食堂备用餐厅2
2199,合肥格力工业园食堂备用餐厅3
2200,上海海尔智谷楚阳智慧餐厅
2201,上海阿特蒙医院职工食堂
2202,上海崇明上海船厂技工学校二楼食堂
2203,上海崇明上海船厂园区嘉华餐厅
2204,楚阳备用食堂5
2205,楚阳备用食堂6
2206,楚阳备用食堂7
2207,楚阳备用食堂8
2208,楚阳备用食堂9
2209,楚阳备用食堂10
2213,粤海产业园餐饮服务中心-私房菜
2215,四川现代医院武侯院区备用1
2216,四川现代医院武侯院区备用2
2217,湖南顶好餐饮管理有限公司备用食堂3
2218,湖南顶好餐饮管理有限公司备用食堂4
2219,湖南顶好餐饮管理有限公司备用食堂5
2220,安徽国际商务职业技术学院食堂一楼备用餐厅2
2221,安徽国际商务职业技术学院食堂一楼备用餐厅3
2222,安徽国际商务职业技术学院食堂一楼备用餐厅4
2223,安徽国际商务职业技术学院食堂一楼备用餐厅5
2225,河南科技大学第一附属医院老院区肿瘤楼三楼餐厅
2226,河南科技大学第一附属医院新院区门诊楼一楼咖啡馆
2227,河南科技大学第一附属医院新院区一楼营养餐厅超市
2232,杭州火车南站88折餐厅
2233,浙江卡游科技有限公司企业食堂备用C
2234,浙江卡游科技有限公司企业食堂备用D
2235,浙江卡游科技有限公司企业食堂备用E
2236,河南科技大学第一附属医院喜粤餐厅
2237,废弃餐厅
2238,河南科技大学第一附属医院秦川餐厅
2239,河南科技大学第一附属医院卡萨餐厅
2241,河南科技大学第一附属医院大盘鸡餐厅
2242,河南科技大学第一附属医院景华餐厅
2243,河南科技大学第一附属医院华阳餐厅
2244,河南科技大学第一附属医院和平门烤鸭店
2246,杭州三花江虹国际创意园佰味家食堂备用A
2247,杭州三花江虹国际创意园佰味家食堂备用B
2248,杭州三花江虹国际创意园佰味家食堂备用C
2249,杭州三花江虹国际创意园佰味家食堂备用D
2250,杭州三花江虹国际创意园佰味家食堂备用E
2251,富士康南宁科技园B厂区21栋-康惠餐饮
2252,富士康南宁科技园B厂区-康惠备用1
2253,南宁市瑞声科技产业园-康惠备用1
2254,苏州美餐纵备用食堂
2255,汉堡王长春活力城店
2256,武汉犇创食堂备用1
2257,武汉犇创食堂备用2
2258,武汉犇创食堂备用3
2259,武汉犇创食堂备用4
2260,武汉犇创食堂备用5
2261,武汉犇创食堂备用6
2262,武汉犇创食堂备用7
2263,武汉犇创食堂备用8
2264,武汉犇创食堂备用9
2265,武汉犇创食堂备用10
2266,清康悦餐饮青岛店
2267,金食多废弃
2268,中禾
2269,德胜福
2270,中禾快手专用
2271,金食多快手专用
2274,伊源盛鼎1
2275,香美博达备用食堂1
2276,香美博达备用食堂2
2277,卤太宗卤味饭馆望京SOHO店
2280,吉肴郑东新区店
2282,杭州三维大厦好胜客大食堂备用A
2283,珠海市尔康科技园食堂一楼备用1
2284,杭州三维大厦好胜客大食堂备用B
2285,珠海市尔康科技园食堂一楼备用2
2286,珠海市尔康科技园食堂一楼备用3
2287,杭州三维大厦好胜客大食堂备用C
2288,珠海市尔康科技园食堂一楼备用4
2289,珠海市尔康科技园食堂一楼备用5
2290,杭州三维大厦好胜客大食堂备用D
2292,杭州三维大厦好胜客大食堂备用E
2293,杭州三维大厦好胜客大食堂备用F
2295,杭州三维大厦好胜客大食堂备用G
2296,杭州三维大厦好胜客大食堂备用H
2297,杭州三维大厦好胜客大食堂备用I
2298,杭州三维大厦好胜客大食堂备用J
2299,杭州三维大厦好胜客大食堂备用K
2300,杭州三维大厦好胜客大食堂备用L
2301,杭州三维大厦好胜客大食堂备用M
2302,杭州三维大厦好胜客大食堂备用N
2303,杭州三维大厦好胜客大食堂备用O
2304,杭州三维大厦好胜客大食堂备用P
2305,杭州三维大厦好胜客大食堂备用Q
2306,杭州三维大厦好胜客大食堂备用R
2307,杭州三维大厦好胜客大食堂备用S
2308,杭州三维大厦好胜客大食堂备用T
2310,厦门市软件园三期B08号楼一周峰味餐厅备用A
2311,厦门市软件园三期B08号楼一周峰味餐厅备用B
2312,厦门市软件园三期B08号楼一周峰味餐厅备用C
2314,新城国际广场食堂备用1
2315,新城国际广场食堂备用2
2317,泉州市菲莉中心大厦食堂三楼备用A
2318,泉州市菲莉中心大厦食堂三楼备用B
2319,泉州市菲莉中心大厦食堂三楼备用C
2320,泉州市菲莉中心大厦食堂三楼备用D
2321,泉州市菲莉中心大厦食堂三楼备用E
2323,南昌豫章1号文化创投大厦食堂17楼备用1
2324,南昌豫章1号文化创投大厦食堂17楼备用2
2325,南昌豫章1号文化创投大厦食堂17楼备用3
2326,中粮云景-光明区-宝宝饿了职工食堂备用1
2327,中粮云景-光明区-宝宝饿了职工食堂备用2
2328,西安市东欣美食城（备用1）
2329,西安市东欣美食城（备用2）
2331,青岛市半岛都市报社大厦职工食堂
2332,奕林餐饮备用食堂2
2333,奕林餐饮备用食堂3
2335,华润雪花啤酒西安有限公司备用1
2336,华润雪花啤酒西安有限公司备用2
2337,泉州市菲莉中心大厦食堂三楼备用F
2338,山西太原清控美食广场备用餐厅一
2339,山西太原清控美食广场餐厅二
2341,南通三院病患餐厅
2342,中粮祥云
2343,小谷姐姐麻辣拌麻辣烫华创广场店
2344,米知味洛阳云峰店
2345,中远海运零食货柜
2346,中科青岛研发城备用餐厅1
2348,湘潭县中医医院职工食堂
2350,合肥格力工业园食堂备用餐厅4
2351,合肥格力工业园食堂备用餐厅5
2383,赵英伟测试员工商户
2384,王世超备用食堂3
2385,曹测试测试
2516,淮南青网科创园食堂一楼备用餐厅1
2517,淮南青网科创园食堂一楼备用餐厅2
2518,淮南青网科创园食堂一楼备用餐厅3
2896,河南农大家属院社区一楼餐厅
3060,恒丰国际负一层食堂
3061,赵英伟食堂8月10日
3145,成都立亚学美超市备用1
3207,天全县中医院晟丰备用6
3208,天全县中医院晟丰备用7
3431,方太水吧
3576,厦门市翔安第一中学（补缴费）
3782,百度鹏寰员工餐厅
4263,岁测试食堂20230221
4806,东莞-南方工厂D区-探炉
